,id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
396,397,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
397,398,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
398,399,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
399,400,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
400,401,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
401,402,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
402,403,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
403,404,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
404,405,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
405,406,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
406,407,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
407,408,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
408,409,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
409,410,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
410,411,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
411,412,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
412,413,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
413,414,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
414,415,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
415,416,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
416,417,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
417,418,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
418,419,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
419,420,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
420,421,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
421,422,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
422,423,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
423,424,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
424,425,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
425,426,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
426,427,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
427,428,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
428,429,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
429,430,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
430,431,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
431,432,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
432,433,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
433,434,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
434,435,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
435,436,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
436,437,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
437,438,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
438,439,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
439,440,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
440,441,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
441,442,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
442,443,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
443,444,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
444,445,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
445,446,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
446,447,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
447,448,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
448,449,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
449,450,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
450,451,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
451,452,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
452,453,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
453,454,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
454,455,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
455,456,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
456,457,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
457,458,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
458,459,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
459,460,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
460,461,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
461,462,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
462,463,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
463,464,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
464,465,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
465,466,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
466,467,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
467,468,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
468,469,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
469,470,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
470,471,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
471,472,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
472,473,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
473,474,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
474,475,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
475,476,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
476,477,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
477,478,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
478,479,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
479,480,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
480,481,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
481,482,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
482,483,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
483,484,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
484,485,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
485,486,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
486,487,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
487,488,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
488,489,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
489,490,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
490,491,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
491,492,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
492,493,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
493,494,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
494,495,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
495,496,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
496,497,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
497,498,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
498,499,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
499,500,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
500,501,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
501,502,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
502,503,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
503,504,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
504,505,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
505,506,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
506,507,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
507,508,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
508,509,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
509,510,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
510,511,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
511,512,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
512,513,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
513,514,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
514,515,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
515,516,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
516,517,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
517,518,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
518,519,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
519,520,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
520,521,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
521,522,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
522,523,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
523,524,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
524,525,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
525,526,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
526,527,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
527,528,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
528,529,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
529,530,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
530,531,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
531,532,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
532,533,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
533,534,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
534,535,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
535,536,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
536,537,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
537,538,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
538,539,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
539,540,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
540,541,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
541,542,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
542,543,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
543,544,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
544,545,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
545,546,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
546,547,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
547,548,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
548,549,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
549,550,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
550,551,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
551,552,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
552,553,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
553,554,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
554,555,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
555,556,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
556,557,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
557,558,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
558,559,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
559,560,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
560,561,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
561,562,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
562,563,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
563,564,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
564,565,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
565,566,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
566,567,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
567,568,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
568,569,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
569,570,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
570,571,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
571,572,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
572,573,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
573,574,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
574,575,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
575,576,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
576,577,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
577,578,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
578,579,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
579,580,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
580,581,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
581,582,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
582,583,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
583,584,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
584,585,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
585,586,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
586,587,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
587,588,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
588,589,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
589,590,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
590,591,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
591,592,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
592,593,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
593,594,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
594,595,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
595,596,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
596,597,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
597,598,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
598,599,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
599,600,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
600,601,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
601,602,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
602,603,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
603,604,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
604,605,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
605,606,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
606,607,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
607,608,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
608,609,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
609,610,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
610,611,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
611,612,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
612,613,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
613,614,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
614,615,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
615,616,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
616,617,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
617,618,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
618,619,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
619,620,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
620,621,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
621,622,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
622,623,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
623,624,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
624,625,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
625,626,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
626,627,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
627,628,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
628,629,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
629,630,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
630,631,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
631,632,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
632,633,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
633,634,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
634,635,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
635,636,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
636,637,2022-05-08T00:00:00,1,Ростов,0,Иван,Иванов,5,Яблоко молодильное,4,1600
637,638,2022-05-08T00:00:00,2,Ярославль,91,Александра,Орлова,1,Молоко 3%,3,360
638,639,2022-05-08T00:00:00,0,Москва,720,Константин,Сидоров,9,Ручка шариковая,5,225
639,640,2022-05-08T00:00:00,0,Москва,411,Екатерина,Федорова,9,Ручка шариковая,2,90
640,641,2022-05-08T00:00:00,1,Ростов,781,Анна,Козлова,8,Лампочка LED,3,900
641,642,2022-05-08T00:00:00,1,Ростов,320,Олег,Сидоров,1,Молоко 3%,4,480
642,643,2022-05-08T00:00:00,2,Ярославль,460,Сергей,Васильев,7,Средство для мытья посуды,2,400
643,644,2022-05-08T00:00:00,0,Москва,160,Евгений,Васильев,0,Молоко 1%,1,100
644,645,2022-05-08T00:00:00,1,Ростов,590,Александр,Новиков,6,Яблоко,1,140
645,646,2022-05-08T00:00:00,1,Ростов,750,Константин,Попов,4,Сахар песок,2,100
646,647,2022-05-08T00:00:00,2,Ярославль,650,Алексей,Попов,7,Средство для мытья посуды,2,400
647,648,2022-05-08T00:00:00,0,Москва,791,Анна,Орлова,9,Ручка шариковая,1,45
648,649,2022-05-08T00:00:00,1,Ростов,101,Евгения,Великая,7,Средство для мытья посуды,1,200
649,650,2022-05-08T00:00:00,2,Ярославль,781,Анна,Козлова,5,Яблоко молодильное,1,400
650,651,2022-05-08T00:00:00,2,Ярославль,351,Светлана,Лебедева,3,Устройство для нагревания табака Трубка Мира,2,1000
651,652,2022-05-08T00:00:00,0,Москва,831,Снежанна,Волкова,0,Молоко 1%,3,300
652,653,2022-05-08T00:00:00,1,Ростов,960,Эдуард,Васильев,5,Яблоко молодильное,3,1200
653,654,2022-05-08T00:00:00,0,Москва,240,Петр,Кузнецов,9,Ручка шариковая,5,225
654,655,2022-05-08T00:00:00,0,Москва,931,Надежда,Волкова,8,Лампочка LED,3,900
655,656,2022-05-08T00:00:00,1,Ростов,560,Александр,Васильев,0,Молоко 1%,5,500
656,657,2022-05-08T00:00:00,0,Москва,841,Снежанна,Алексеева,5,Яблоко молодильное,3,1200
657,658,2022-05-08T00:00:00,1,Ростов,890,Геннадий,Новиков,7,Средство для мытья посуды,1,200
658,659,2022-05-08T00:00:00,0,Москва,590,Александр,Новиков,4,Сахар песок,2,100
659,660,2022-05-08T00:00:00,0,Москва,771,Анна,Павлова,7,Средство для мытья посуды,4,800
660,661,2022-05-08T00:00:00,1,Ростов,941,Надежда,Алексеева,8,Лампочка LED,2,600
661,662,2022-05-08T00:00:00,1,Ростов,440,Сергей,Кузнецов,7,Средство для мытья посуды,4,800
662,663,2022-05-08T00:00:00,2,Ярославль,290,Петр,Новиков,7,Средство для мытья посуды,3,600
663,664,2022-05-08T00:00:00,1,Ростов,151,Евгения,Лебедева,11,Хлеб ржаной,5,100
664,665,2022-05-08T00:00:00,1,Ростов,501,Оксана,Великая,6,Яблоко,3,420
665,666,2022-05-08T00:00:00,1,Ростов,920,Эдуард,Сидоров,10,Томаты,5,250
666,667,2022-05-08T00:00:00,2,Ярославль,900,Эдуард,Иванов,5,Яблоко молодильное,3,1200
